epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,14211.6,0.9173,0.49844,1.17816,0.85543,0.78393,0.83235,0.53969,1.20725,0.39997,1.38811,0.000991,0.000991,0.000991
184,14288.8,0.90929,0.49618,1.17439,0.81597,0.85755,0.84661,0.54149,1.20726,0.39984,1.38836,0.0009415,0.0009415,0.0009415
185,14365.9,0.90668,0.48965,1.17126,0.8159,0.85693,0.8468,0.53861,1.20738,0.39967,1.3888,0.000892,0.000892,0.000892
186,14464.3,0.76135,0.29749,1.1024,0.85672,0.78389,0.83292,0.53727,1.20822,0.3995,1.38974,0.0008425,0.0008425,0.0008425
187,14538.6,0.74935,0.2879,1.09578,0.81457,0.85539,0.84693,0.54126,1.20904,0.39979,1.39065,0.000793,0.000793,0.000793
188,14613.2,0.74581,0.28141,1.09708,0.81492,0.85527,0.84723,0.54092,1.20937,0.40004,1.39117,0.0007435,0.0007435,0.0007435
189,14687.4,0.73996,0.27969,1.09046,0.81513,0.85367,0.85061,0.5422,1.21006,0.40053,1.39238,0.000694,0.000694,0.000694
190,14761.7,0.73785,0.27851,1.08876,0.81488,0.85274,0.8507,0.54221,1.21133,0.40073,1.39359,0.0006445,0.0006445,0.0006445
191,14836,0.73186,0.27626,1.08775,0.81428,0.85047,0.85104,0.54066,1.21148,0.40068,1.39417,0.000595,0.000595,0.000595
192,14910.2,0.7283,0.27424,1.08467,0.81341,0.84725,0.85111,0.54082,1.21218,0.40056,1.39482,0.0005455,0.0005455,0.0005455
193,14984.7,0.72649,0.27454,1.08165,0.82001,0.83933,0.84939,0.53933,1.21217,0.40055,1.39541,0.000496,0.000496,0.000496
194,15059.5,0.731,0.27428,1.08052,0.82114,0.83832,0.84955,0.54079,1.21243,0.4007,1.3959,0.0004465,0.0004465,0.0004465
195,15133.9,0.7273,0.27193,1.07854,0.82182,0.83834,0.84881,0.54018,1.2124,0.40045,1.39632,0.000397,0.000397,0.000397
196,15208.4,0.72679,0.27266,1.07759,0.8246,0.82521,0.84915,0.53832,1.21239,0.40029,1.3966,0.0003475,0.0003475,0.0003475
197,15283.1,0.72102,0.26805,1.07467,0.82327,0.82074,0.84947,0.53883,1.2126,0.4006,1.39713,0.000298,0.000298,0.000298
198,15357.4,0.71305,0.26971,1.0671,0.82188,0.83914,0.84942,0.5386,1.21267,0.40061,1.39763,0.0002485,0.0002485,0.0002485
199,15431.7,0.71972,0.2699,1.07228,0.82177,0.83922,0.84943,0.53817,1.21279,0.40056,1.39827,0.000199,0.000199,0.000199
200,15506.6,0.71559,0.26493,1.0706,0.82228,0.83911,0.84976,0.53858,1.21309,0.4002,1.39886,0.0001495,0.0001495,0.0001495
